td_number_and_name;basic_udi_di;dmids_no;article_number;product_group;product_name;udi_single_unit;udi_ve;mdr_code;risk_class;classification_rule;gmdn;umdns_code;emdn;certification_no;packaging_unit_ve;material;surface_info;iso_code;first_placing_on_market_date;legacy_device
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539355DAM;FG Piranhas;FG piranha coarse;04057176218889;04057176218896;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, coarse;806 314 257 534 023;2021-05-18;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539358DAM;FG Piranhas;FG piranha medium;04057176235169;04057176235176;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 314 257 524 023;2021-02-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539406JL;FG Piranhas;FG piranha fine;04057176217929;04057176217936;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, fine;806 314 277 514 014;2018-11-19;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539428S;FG Piranhas;FG piranha medium;04057176216786;04057176216793;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 314 010 524 012;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539436ku;FG Piranhas;FG piranha fine short shank;04057176218926;04057176218933;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, fine;806 313 191 514 007;2021-07-19;
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539438ku;FG Piranhas;FG piranha medium short shank;04057176218407;04057176218414;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 313 191 524 007;2020-12-07;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539438S;FG Piranhas;FG piranha medium;04057176216809;04057176216816;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 314 010 524 014;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539446S;FG Piranhas;FG piranha fine;04057176217844;04057176217851;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, fine;806 314 010 514 021;2018-10-16;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539468S;FG Piranhas;FG piranha medium;04057176216823;04057176216830;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 314 290 524 016;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539494S;FG Piranhas;FG piranha superfine;04057176216847;04057176216854;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, superfine;806 314 269 504 016;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539495S;FG Piranhas;FG piranha coarse;04057176218148;04057176218155;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, coarse;806 314 269 534 016;2019-11-27;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539496S;FG Piranhas;FG piranha fine;04057176218124;04057176218131;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, fine;806 314 269 514 016;2019-11-27;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539498S;FG Piranhas;FG piranha medium;04057176216861;04057176216878;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 314 269 524 016;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539584S;FG Piranhas;FG piranha superfine;04057176216885;04057176216892;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, superfine;806 314 198 504 016;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539585S;FG Piranhas;FG piranha coarse;04057176217646;04057176217653;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, coarse;806 314 198 534 016;2008-05-29;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539586S;FG Piranhas;FG piranha fine;04057176216908;04057176216915;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, fine;806 314 198 514 016;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539588S;FG Piranhas;FG piranha medium;04057176216922;04057176216939;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 314 198 524 016;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539594S;FG Piranhas;FG piranha superfine;04057176216946;04057176216953;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, superfine;806 314 198 504 018;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539595S;FG Piranhas;FG piranha coarse;04057176216960;04057176216977;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, coarse;806 314 198 534 018;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539596S;FG Piranhas;FG piranha fine;04057176216984;04057176216991;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, fine;806 314 198 514 018;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539598S;FG Piranhas;FG piranha medium;04057176217004;04057176217011;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 314 198 524 018;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539598SDAM;FG Piranhas;FG piranha medium;04057176218605;04057176218612;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 314 198 524 018;2021-02-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539605S;FG Piranhas;FG piranha coarse;04057176217028;04057176217035;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, coarse;806 314 198 534 021;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539606S;FG Piranhas;FG piranha fine;04057176217042;04057176217059;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, fine;806 314 198 514 021;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539635S;FG Piranhas;FG piranha coarse;04057176217066;04057176217073;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, coarse;806 314 290 534 016;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539636S;FG Piranhas;FG piranha fine;04057176217080;04057176217097;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, fine;806 314 290 514 016;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539638S;FG Piranhas;FG piranha medium;04057176217967;04057176217974;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, fine;806 314 290 524 016;2018-11-27;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539688S;FG Piranhas;FG piranha medium;04057176217103;04057176217110;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 314 068 524 037;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539694S;FG Piranhas;FG piranha superfine;04057176217561;04057176217578;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, superfine;806 314 540 504 009;2007-08-22;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539696S;FG Piranhas;FG piranha fine;04057176217127;04057176217134;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, fine;806 314 540 514 009;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539698S;FG Piranhas;FG piranha medium;04057176217141;04057176217158;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 314 540 524 009;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539738S;FG Piranhas;FG piranha medium;04057176218704;04057176218711;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 314 010 524 016;2021-03-19;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539765S;FG Piranhas;FG piranha coarse;04057176219008;04057176219015;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, coarse;806 314 166 534 014;2021-11-08;
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539766S;FG Piranhas;FG piranha fine;04057176218223;04057176218230;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, fine;806 314 166 514 014;2020-09-24;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539768DAM;FG Piranhas;FG piranha medium;04057176218643;04057176218650;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 314 298 524 022;2021-02-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539768S;FG Piranhas;FG piranha medium;04057176218728;04057176218735;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 314 166 524 014;2021-03-19;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539775S;FG Piranhas;FG piranha coarse;04057176217165;04057176217172;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, coarse;806 314 161 534 012;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539776S;FG Piranhas;FG piranha fine;04057176217189;04057176217196;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, fine;806 314 161 514 012;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539778S;FG Piranhas;FG piranha medium;04057176217547;04057176217554;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 314 161 524 012;2006-07-20;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539785S;FG Piranhas;FG piranha coarse;04057176217202;04057176217219;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, coarse;806 314 166 534 018;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539786S;FG Piranhas;FG piranha fine;04057176217226;04057176217233;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, fine;806 314 166 514 018;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539786S-JL;FG Piranhas;FG piranha fine;04057176217943;04057176217950;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, fine;806 314 166 514 018;2018-11-20;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539788S;FG Piranhas;FG piranha medium;04057176218568;04057176218575;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 314 166 524 018;2021-01-21;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539795S;FG Piranhas;FG piranha coarse;04057176217240;04057176217257;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, coarse;806 314 166 534 010;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539796S;FG Piranhas;FG piranha fine;04057176217264;04057176217271;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, fine;806 314 166 514 010;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539915S;FG Piranhas;FG piranha coarse;04057176217288;04057176217295;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, coarse;806 314 001 534 014;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539918S;FG Piranhas;FG piranha medium;04057176217301;04057176217318;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 314 001 524 014;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539918SL;FG Piranhas;FG piranha medium long shank;04057176217325;04057176217332;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 315 001 524 014;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539925S;FG Piranhas;FG piranha coarse;04057176217349;04057176217356;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, coarse;806 314 001 534 016;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539928S;FG Piranhas;FG piranha medium;04057176217363;04057176217370;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 314 001 524 016;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539928SL;FG Piranhas;FG piranha medium long shank;04057176217387;04057176217394;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 315 001 524 016;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539935S;FG Piranhas;FG piranha coarse;04057176217400;04057176217417;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, coarse;806 314 001 534 018;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539936S;FG Piranhas;FG piranha fine;04057176217424;04057176217431;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, fine;806 314 001 514 018;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539938S;FG Piranhas;FG piranha medium;04057176217448;04057176217455;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 314 001 524 018;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539938SL;FG Piranhas;FG piranha medium long shank;04057176217462;04057176217479;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 315 001 524 018;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539954S;FG Piranhas;FG piranha superfine;04057176217486;04057176217493;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, superfine;806 314 544 504 025;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539958S;FG Piranhas;FG piranha medium;04057176217509;04057176217516;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 314 544 524 025;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539988S;FG Piranhas;FG piranha medium;04057176218322;04057176218339;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 314 109 524 012;2020-11-05;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;539998S;FG Piranhas;FG piranha medium;04057176217523;04057176217530;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel, goldplating;ISO adapter, smooth, medium;806 314 109 524 010;2006-07-10;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;60001098W;WST/CA Diam. Royal line;Electroplated Diamond Instr. medium CA;04057176232809;04057176232816;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;6;steel 1.4035, diamond, nickel;ISO adapter, smooth, medium;806 204 001 524 009;2014-03-20;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;60001108W;WST/CA Diam. Royal line;Electroplated Diamond Instr. medium CA;04057176231581;04057176231598;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;6;steel 1.4035, diamond, nickel;ISO adapter, smooth, medium;806 204 001 524 010;2008-04-30;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;60001124W;WST/CA Diam. Royal line;Electroplated Diamond Instr. superfine;04057176232700;04057176232717;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;6;steel 1.4035, diamond, nickel;ISO adapter, smooth, superfine;806 204 001 504 012;2014-03-20;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;60001128W;WST/CA Diam. Royal line;Electroplated Diamond Instr. medium CA;04057176231604;04057176231611;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;6;steel 1.4035, diamond, nickel;ISO adapter, smooth, medium;806 204 001 524 012;2008-04-30;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;60001148W;WST/CA Diam. Royal line;Electroplated Diamond Instr. medium CA;04057176231628;04057176231635;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;6;steel 1.4035, diamond, nickel;ISO adapter, smooth, medium;806 204 001 524 014;2008-04-30;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;60001166W;WST/CA Diam. Royal line;Electroplated Diamond Instr. fine CA,;04057176232762;04057176232779;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;6;steel 1.4035, diamond, nickel;ISO adapter, smooth, fine;806 204 001 514 016;2014-03-20;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;60001168W;WST/CA Diam. Royal line;Electroplated Diamond Instr. medium CA;04057176231642;04057176231659;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;6;steel 1.4035, diamond, nickel;ISO adapter, smooth, medium;806 204 001 524 016;2008-04-30;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;60001186W;WST/CA Diam. Royal line;Electroplated Diamond Instr. fine CA,;04057176232786;04057176232793;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;6;steel 1.4035, diamond, nickel;ISO adapter, smooth, fine;806 204 001 514 018;2014-03-20;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;60001188W;WST/CA Diam. Royal line;Electroplated Diamond Instr. medium CA;04057176231666;04057176231673;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;6;steel 1.4035, diamond, nickel;ISO adapter, smooth, medium;806 204 001 524 018;2008-04-30;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;60001218W;WST/CA Diam. Royal line;Electroplated Diamond Instr. medium CA;04057176232823;04057176232830;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;6;steel 1.4035, diamond, nickel;ISO adapter, smooth, medium;806 204 001 524 021;2014-03-20;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;60001234W;WST/CA Diam. Royal line;Electroplated Diamond Instr. superfine;04057176232724;04057176232731;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;6;steel 1.4035, diamond, nickel;ISO adapter, smooth, superfine;806 204 001 504 023;2014-03-20;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;60001236W;WST/CA Diam. Royal line;Electroplated Diamond Instr. fine CA,;04057176232748;04057176232755;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;6;steel 1.4035, diamond, nickel;ISO adapter, smooth, fine;806 204 001 514 023;2014-03-20;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;60001238W;WST/CA Diam. Royal line;Electroplated Diamond Instr. medium CA;04057176231680;04057176231697;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;6;steel 1.4035, diamond, nickel;ISO adapter, smooth, medium;806 204 001 524 023;2008-04-30;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;60001296W;WST/CA Diam. Royal line;Electroplated Diamond Instr. CA;04057176235220;04057176235237;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;2;steel 1.4035, diamond, nickel;ISO adapter, smooth, fine;806 204 001 524 029;2009-09-07;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;60001296WL;WST/CA Diam. Royal line;Electroplated Diamond Instr. CA;04057176235572;04057176235589;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;1;steel 1.4035, diamond, nickel;ISO adapter, smooth, extracoarse;806 204 001 524 029;2009-09-07;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;60001298W;WST/CA Diam. Royal line;Electroplated Diamond Instr. medium CA;04057176231703;04057176231710;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;6;steel 1.4035, diamond, nickel;ISO adapter, smooth, medium;806 204 001 524 029;2008-04-30;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;60002188W;WST/CA Diam. Royal line;Electroplated Diamond Instr. medium CA;04057176231840;04057176231857;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;6;steel 1.4035, diamond, nickel;ISO adapter, smooth, medium;806 204 002 524 018;2008-05-07;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;60010108W;WST/CA Diam. Royal line;Electroplated Diamond Instr. CA, pu: 6;04057176231864;04057176231871;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;6;steel 1.4035, diamond, nickel;ISO adapter, smooth, medium;806 204 010 524 010;2008-05-07;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00025331;60010128W;WST/CA Diam. Royal line;Electroplated Diamond Instr. medium CA;04057176231727;04057176231734;MDN 1208;Klasse lla;Regel 5.4;16670;16-670;Q010199;0297/170765128;6;steel 1.4035, diamond, nickel;ISO adapter, smooth, medium;806 204 010 524 012;2008-04-30;X
